,2. Datum nesreče,3. Ura nesreče,4. Nadzornik prisoten,5. Zdravnik prisoten,6. Reševalec prisoten,7. Udeleženec A – LETNICA ROJSTVA,8. Udeleženec A – država,9. Udeleženec A – zvrst smučanja,10. Udeleženec A – ravnanje pred nesrečo,11. Udeleženec B – LETO rojstva,12. Udeleženec B – država,13. Udeleženec B – zvrst smučanja,14. Skica nesreče,15. Fotografija kraja nesreče,16. Posnetek kraja nesreče,17. Vreme,18. Vidljivost,19. Temperatura,20. Vrsta snega,21. Veter,22. Telesna poškodba
536,27.12.2015,10:30,TRUE,TRUE,,1976,Srbija,Alpsko,,1975,Slovenija,Alpsko,TRUE,,,1,2,,7,1,Lažja
537,27.1.2016,12:00,TRUE,,TRUE,1999,Slovenija,Deskanje,1,,,,TRUE,TRUE,,1,2,,2,1,Lažja
538,27.1.2016,11:00,TRUE,,TRUE,1982,Slovenija,Deskanje,2,,,,TRUE,,,1,1,12,7,1,Lažja
539,27.1.2016,12:30,TRUE,,TRUE,1999,Slovenija,Deskanje,1,,,,TRUE,,,1,2,0,2,1,Lažja
540,19.12.2015,11:30,TRUE,TRUE,TRUE,1986,Hrvaška,Deskanje,,,,,TRUE,TRUE,TRUE,1,1,6,,,Lažja
541,28.1.2016,15:00,TRUE,,TRUE,2007,Madžarska,Alpsko,2,,,,TRUE,,,2,3,10,7,1,Lažja
542,19.12.2015,11:00,TRUE,TRUE,,1995,Slovenija,Deskanje,1,,,,TRUE,TRUE,,1,2,6,7,1,Lažja
543,28.1.2016,14:30,TRUE,,TRUE,1998,Slovenija,Alpsko,8,1998,Slovenija,Alpsko,TRUE,TRUE,,2,2,8,4,1,Lažja
544,10.12.2015,12:00,TRUE,,TRUE,1953,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,3,7,1,Lažja
545,7.12.2015,10:30,TRUE,TRUE,TRUE,1972,Slovenija,Alpsko,1,1976,Slovenija,Alpsko,TRUE,TRUE,,1,2,4,7,1,Lažja
546,5.12.2015,10:00,TRUE,TRUE,TRUE,1943,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,3,7,,Lažja
547,4.2.2016,11:00,TRUE,,TRUE,1989,Madžarska,Deskanje,1,,,,,,,1,2,3,8,1,Lažja
548,1.12.2015,14:00,TRUE,,TRUE,1973,Slovenija,Deskanje,2,,,,TRUE,TRUE,,2,1,3,7,1,Lažja
549,5.2.2016,11:00,TRUE,,TRUE,2006,Slovenija,Alpsko,15,,,,TRUE,TRUE,,1,2,5,7,1,Lažja
550,7.1.2016,11:00,TRUE,,TRUE,2004,Slovenija,Alpsko,1,,,,TRUE,,,1,2,0,3,1,Lažja
551,11.2.2016,12:00,TRUE,,TRUE,1996,Slovenija,Deskanje,25,1948,Slovenija,Alpsko,TRUE,TRUE,,1,1,4,7,1,Lažja
552,1.1.2016,15:30,TRUE,,TRUE,2000,Madžarska,Alpsko,1,,,,TRUE,TRUE,,1,2,2,4,1,Lažja
553,6.1.2016,21:30,TRUE,,TRUE,1994,Slovenija,Deskanje,1,,,,TRUE,,,1,1,-2,7,1,Lažja
554,11.2.2016,11:30,,,TRUE,1973,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,1,0,7,1,Lažja
555,13.2.2016,10:00,TRUE,,TRUE,1980,Hrvaška,Alpsko,1,,,,,,,1,1,4,7,1,Lažja
556,13.2.2016,18:30,TRUE,,TRUE,2001,Slovenija,Alpsko,1,,,,,,,2,1,0,7,1,Lažja
557,15.2.2016,11:00,TRUE,,TRUE,1970,Avstrija,Alpsko,1,,,,,,,5,1,1,7,1,Lažja
558,18.2.2016,10:30,TRUE,,TRUE,2004,Združeno Kraljestvo,Alpsko,1,,,,TRUE,TRUE,,5,1,5,12,1,Lažja
559,20.2.2016,12:30,TRUE,,,,Slovenija,Alpsko,1,,,,,,,1,1,6,7,1,Lažja
560,6.1.2016,20:00,TRUE,,TRUE,1991,Slovenija,Deskanje,1,,,,TRUE,,,5,1,-4,,1,Lažja
561,24.2.2016,10:00,TRUE,,TRUE,2006,Slovenija,Alpsko,1,,,,TRUE,,,1,2,0,7,1,Lažja
562,26.2.2016,10:30,TRUE,,TRUE,2004,Slovenija,Deskanje,1,,,,TRUE,TRUE,,2,2,2,7,1,Lažja
563,6.1.2016,12:30,TRUE,,TRUE,2004,Hrvaška,Alpsko,1,,,,,,,5,6,-2,3,1,Lažja
564,26.2.2016,14:00,TRUE,,TRUE,1977,češka,Alpsko,18,,,,TRUE,TRUE,,5,2,1,7,1,Lažja
565,3.1.2016,14:30,TRUE,,TRUE,2003,Slovenija,Deskanje,1,,,,TRUE,FALSE,,5,3,-3,,1,Lažja
566,3.2.2016,11:30,TRUE,,TRUE,2004,Slovenija,Alpsko,1,,,,,,,2,1,3,7,1,Lažja
567,2.1.2016,13:00,TRUE,,TRUE,2004,Slovenija,Alpsko,1,,,,TRUE,TRUE,,5,1,-3,6,1,Lažja
568,3.2.2016,11:30,,,TRUE,2004,Slovenija,Alpsko,1,,,,,,,2,1,3,7,1,Lažja
569,3.2.2016,11:30,TRUE,,TRUE,2004,Slovenija,Alpsko,1,,,,,,,2,1,3,7,1,Lažja
570,3.2.2016,11:30,TRUE,,TRUE,2004,Slovenija,Alpsko,1,,,,,,,2,1,3,7,1,Lažja
571,6.1.2016,11:30,TRUE,,TRUE,1961,Hrvaška,Alpsko,,,,,TRUE,,TRUE,1,2,4,3,1,Lažja
572,4.2.2016,11:00,TRUE,,TRUE,2004,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,-3,7,1,Lažja
573,14.1.2016,11:30,TRUE,,TRUE,2007,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,1,3,1,Lažja
574,6.2.2016,09:00,TRUE,,TRUE,1974,Slovenija,Alpsko,1,,,,,,,1,2,6,7,0,Lažja
575,6.2.2016,12:30,TRUE,,TRUE,1968,Slovenija,Alpsko,1,,,,,,,1,2,6,7,1,Lažja
576,10.2.2016,11:30,TRUE,,TRUE,2004,Slovenija,Alpsko,1,,,,,,,,,,,,Lažja
577,13.2.2016,04:30,TRUE,,TRUE,1966,Slovenija,Alpsko,1,,,,,,,1,2,0,7,1,Lažja
578,14.2.2016,11:30,TRUE,,TRUE,1973,Slovenija,Alpsko,1,,,,TRUE,,,2,1,3,7,1,Lažja
579,18.2.2016,10:30,TRUE,,TRUE,2016,Slovenija,Alpsko,1,,,,TRUE,TRUE,,,1,25,7,1,Lažja
580,19.2.2016,11:00,TRUE,,TRUE,2003,,,8,,,,TRUE,TRUE,,1,2,-2,7,1,Lažja
581,19.2.2016,11:30,TRUE,,,2001,Slovenija,Alpsko,1,,,,,,,5,1,0,7,1,Lažja
582,20.2.2016,11:00,TRUE,,TRUE,2004,Slovenija,Alpsko,21,,,,TRUE,TRUE,,2,1,-1,7,1,Lažja
583,21.2.2016,09:30,TRUE,,TRUE,2005,Slovenija,Alpsko,1,,,,,TRUE,,2,1,6,7,,Lažja
584,23.2.2016,12:30,TRUE,,TRUE,2007,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,7,7,1,Lažja
585,24.2.2016,10:30,TRUE,,TRUE,1993,Slovenija,Alpsko,1,2001,Slovenija,Alpsko,TRUE,,,1,2,2,7,1,Lažja
586,25.2.2016,04:00,TRUE,,TRUE,2000,Slovenija,Alpsko,1,,,,,,,1,2,0,7,1,Lažja
587,26.2.2016,12:00,TRUE,,TRUE,2001,Slovenija,Deskanje,1,,,,TRUE,,,2,1,0,7,1,Lažja
588,26.2.2016,13:00,TRUE,,TRUE,2000,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,-3,7,1,Lažja
589,27.2.2016,10:30,TRUE,,TRUE,2003,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,-3,7,1,Lažja
590,28.2.2016,11:30,TRUE,,TRUE,2007,Slovenija,Alpsko,1,,,,,,,4,1,3,7,1,Lažja
591,29.2.2016,11:00,TRUE,,TRUE,1958,Hrvaška,Alpsko,1,,,,,,,4,2,3,7,1,Lažja
592,29.1.2016,15:00,TRUE,,TRUE,2011,Slovenija,Alpsko,6,,,,TRUE,,,1,2,5,3,1,Lažja
593,13.2.2016,09:00,TRUE,,TRUE,2009,Slovenija,Alpsko,1,,,,TRUE,,,1,1,11,7,1,Lažja
594,31.1.2016,12:30,TRUE,,TRUE,1969,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,3,1,1,Lažja
595,4.2.2016,09:00,TRUE,,TRUE,2005,Slovenija,Alpsko,2,2005,Slovenija,Alpsko,TRUE,TRUE,,1,2,-5,8,1,Lažja
596,28.1.2016,10:00,TRUE,,TRUE,2005,Slovenija,Alpsko,1,,,,TRUE,TRUE,TRUE,1,2,10,3,1,Lažja
597,27.1.2016,11:00,TRUE,,TRUE,2002,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,2,10,4,1,Lažja
598,4.2.2016,11:00,TRUE,,TRUE,2002,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,1,-5,7,2,Lažja
599,5.2.2016,11:30,TRUE,TRUE,TRUE,1952,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,1,-3,7,2,Lažja
600,9.3.2016,10:00,TRUE,,TRUE,1983,Slovenija,Alpsko,1,,,,TRUE,TRUE,,5,1,0,4,1,Lažja
601,5.2.2016,14:30,TRUE,,TRUE,1994,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,-2,7,1,Lažja
602,6.2.2016,12:00,TRUE,TRUE,TRUE,2001,Srbija,Alpsko,15,,,,TRUE,TRUE,,1,1,1,9,1,Lažja
603,6.2.2016,14:00,TRUE,TRUE,TRUE,1984,Slovenija,Deskanje,1,,,,TRUE,,,1,2,1,6,1,Lažja
604,11.2.2016,10:00,TRUE,,TRUE,1979,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,1,-5,7,1,Lažja
605,10.3.2016,19:30,TRUE,,,2000,Slovenija,Alpsko,1,,,,TRUE,,,2,2,32,12,1,Lažja
606,11.2.2016,14:30,TRUE,,TRUE,1990,češka,Deskanje,2,,,,TRUE,TRUE,,1,1,-2,7,1,Lažja
607,12.2.2016,10:30,TRUE,,TRUE,2006,Slovenija,Alpsko,1,,,,TRUE,TRUE,,4,1,-6,7,1,Lažja
608,12.2.2016,11:00,TRUE,,TRUE,1940,Slovenija,Alpsko,1,,,,TRUE,,,5,3,-4,11,0,Lažja
609,15.2.2016,10:30,TRUE,TRUE,TRUE,1987,Srbija,Alpsko,1,,,,TRUE,TRUE,,4,1,-1,7,1,Lažja
610,16.2.2016,15:30,TRUE,TRUE,TRUE,1986,Srbija,Alpsko,8,,,,TRUE,,,3,1,-2,7,2,Lažja
611,17.2.2016,10:30,TRUE,TRUE,TRUE,1994,Portugalska,Deskanje,1,,,,TRUE,TRUE,,5,1,-3,7,2,Lažja
612,18.2.2016,14:00,TRUE,TRUE,TRUE,1973,Poljska,Alpsko,15,,,,TRUE,TRUE,,4,1,3,12,1,Lažja
613,18.2.2016,14:00,TRUE,TRUE,TRUE,2002,Slovenija,Alpsko,1,,,,TRUE,,,4,2,1,12,1,Lažja
614,19.2.2016,14:00,TRUE,,TRUE,1968,Slovenija,Alpsko,2,,,,TRUE,TRUE,,4,3,-2,7,1,Lažja
615,19.2.2016,14:00,TRUE,,TRUE,2003,Slovenija,Deskanje,2,,,,TRUE,TRUE,,4,3,-1,7,1,Lažja
616,20.2.2016,10:00,TRUE,TRUE,TRUE,1991,Hrvaška,Alpsko,22,,,,TRUE,TRUE,,1,2,-2,7,1,Lažja
617,20.2.2016,11:00,TRUE,TRUE,TRUE,1970,Slovenija,Alpsko,8,,,,TRUE,TRUE,,1,2,-2,7,1,Lažja
618,20.2.2016,11:30,TRUE,TRUE,TRUE,1986,Slovenija,Deskanje,25,,,,,,TRUE,1,1,-2,7,1,Lažja
619,20.2.2016,13:00,TRUE,TRUE,TRUE,1975,Slovenija,Alpsko,1,,,,TRUE,TRUE,,4,1,-2,7,1,Lažja
620,21.2.2016,12:00,TRUE,TRUE,TRUE,1965,Hrvaška,Alpsko,25,,,,TRUE,TRUE,,1,2,2,7,1,Lažja
621,24.2.2016,10:00,TRUE,TRUE,TRUE,1975,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,2,-3,7,1,Lažja
622,24.2.2016,12:00,TRUE,TRUE,TRUE,2003,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,2,-3,7,1,Lažja
623,24.2.2016,13:00,TRUE,TRUE,TRUE,1979,Slovenija,Alpsko,25,,,,TRUE,TRUE,,5,1,-4,7,1,Lažja
624,27.2.2016,15:30,TRUE,,TRUE,1996,Srbija,Alpsko,12,,,,TRUE,TRUE,,5,1,-1,7,1,Lažja
625,4.3.2016,11:30,TRUE,,TRUE,2006,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,1,4,2,1,Lažja
626,16.2.2016,12:00,TRUE,,TRUE,1974,Slovenija,Alpsko,1,,,,TRUE,TRUE,,5,3,,4,2,Lažja
627,16.2.2016,12:30,TRUE,,TRUE,2009,Slovenija,Alpsko,1,,,,,,,5,4,-1,11,1,Lažja
628,16.2.2016,13:00,TRUE,,TRUE,2010,Slovenija,Alpsko,2,,,,,,,5,4,-1,11,1,Lažja
629,16.2.2016,15:00,TRUE,,TRUE,2006,Poljska,Alpsko,1,,,,,,,5,3,-1,8,1,Lažja
630,18.2.2016,10:00,TRUE,,TRUE,1959,Slovenija,Alpsko,1,,,,,,,5,1,22,11,1,Lažja
631,18.2.2016,13:30,TRUE,,TRUE,1974,Slovenija,Alpsko,1,,,,TRUE,TRUE,,5,1,3,4,1,Lažja
632,19.2.2016,09:30,TRUE,TRUE,TRUE,2009,Slovenija,Alpsko,2,,,,TRUE,TRUE,,5,1,-1,11,1,Lažja
633,19.2.2016,10:30,TRUE,,TRUE,2001,Slovenija,Alpsko,15,,,,TRUE,TRUE,,5,3,0,7,1,Lažja
634,19.2.2016,12:00,TRUE,,TRUE,1944,Slovenija,Alpsko,1,,,,TRUE,TRUE,,5,2,1,12,1,Lažja
635,19.2.2016,13:30,TRUE,,TRUE,1992,,Alpsko,1,,,,TRUE,TRUE,,5,1,-1,12,1,Lažja
636,20.2.2016,12:00,TRUE,,TRUE,1966,Slovenija,Alpsko,1,,,,TRUE,TRUE,,2,2,-1,6,1,Lažja
637,20.2.2016,12:00,TRUE,,TRUE,1978,Romunija,Alpsko,1,,,,TRUE,TRUE,,2,2,-1,9,1,Lažja
638,20.2.2016,12:30,TRUE,TRUE,TRUE,1979,Slovenija,Alpsko,1,,,,TRUE,TRUE,,5,5,-3,8,1,Lažja
639,20.2.2016,13:00,TRUE,TRUE,TRUE,1996,Slovenija,Alpsko,1,,,,,,,4,5,-3,4,2,Lažja
640,20.2.2016,05:00,TRUE,,TRUE,2003,Hrvaška,Deskanje,1,,,,TRUE,TRUE,,5,1,-1,4,2,Lažja
641,21.2.2016,13:00,TRUE,,TRUE,1963,Anglija,Alpsko,1,,,,TRUE,TRUE,,1,2,7,11,2,Lažja
642,21.2.2016,15:30,TRUE,,TRUE,2004,Slovenija,Deskanje,2,1978,Slovenija,Deskanje,,,,1,2,3,11,1,Lažja
643,22.2.2016,12:00,TRUE,,TRUE,1970,Slovenija,Alpsko,3,2000,Slovenija,Alpsko,TRUE,TRUE,,5,6,4,11,2,Lažja
644,22.2.2016,12:30,TRUE,,TRUE,1997,Slovenija,Deskanje,10,,,,,,,5,3,4,11,2,Lažja
645,23.2.2016,11:00,TRUE,,TRUE,2008,Slovenija,Alpsko,1,,,,,,,5,3,1,12,2,Lažja
646,24.2.2016,13:00,TRUE,,TRUE,2007,Slovenija,Alpsko,1,,,,,,,1,2,-1,8,1,Lažja
647,24.2.2016,03:30,TRUE,,TRUE,2010,Slovenija,Alpsko,1,,,,,,,1,2,-3,2,2,Lažja
648,24.2.2016,03:30,TRUE,,TRUE,2008,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,-3,9,,Lažja
649,28.2.2016,12:30,TRUE,,TRUE,1981,Anglija,Alpsko,10,,,,TRUE,TRUE,,5,1,15,12,2,Lažja
650,7.3.2016,15:00,TRUE,,TRUE,1994,Madžarska,Alpsko,1,,,,TRUE,TRUE,,1,1,3,11,1,Lažja
651,2.3.2016,14:00,TRUE,,TRUE,1993,Madžarska,Alpsko,1,,,,TRUE,TRUE,,1,2,1,8,1,Lažja
652,2.3.2016,15:00,TRUE,TRUE,TRUE,1983,Slovenija,Deskanje,1,,,,,,,2,2,0,8,1,Lažja
653,5.3.2016,12:30,TRUE,,TRUE,2003,Slovenija,Deskanje,2,1991,Slovenija,Deskanje,,,,1,2,19,6,1,Lažja
654,4.3.2016,13:00,TRUE,,TRUE,1962,Anglija,Alpsko,1,,,,,,,1,2,22,11,1,Lažja
655,4.3.2016,13:00,TRUE,,TRUE,1978,Slovenija,Deskanje,1,,,,TRUE,TRUE,,1,2,23,3,1,Lažja
656,6.3.2016,15:30,TRUE,,TRUE,1967,Hrvaška,Deskanje,1,,,,,,,5,1,0,11,1,Lažja
657,7.3.2016,10:30,TRUE,,TRUE,1958,Anglija,Alpsko,1,,,,TRUE,TRUE,,5,1,-15,11,1,Lažja
658,7.3.2016,10:30,TRUE,,TRUE,1940,Slovenija,Alpsko,1,,,,,,,5,1,-3,8,1,Lažja
659,10.3.2016,09:00,TRUE,,TRUE,1935,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,-25,11,1,Lažja
660,10.3.2016,12:30,TRUE,,TRUE,1966,Slovenija,Alpsko,2,1992,Slovenija,Deskanje,TRUE,TRUE,,1,2,14,11,1,Lažja
661,10.3.2016,12:30,TRUE,,TRUE,1989,Slovenija,Alpsko,1,,,,TRUE,,,2,2,0,2,1,Lažja
662,10.3.2016,13:30,TRUE,,TRUE,1991,Slovenija,Alpsko,1,,,,,,,1,2,14,9,1,Lažja
663,11.3.2016,10:00,TRUE,,TRUE,1977,Slovenija,Alpsko,1,,,,,,,5,2,14,,1,Lažja
664,11.3.2016,13:30,TRUE,,TRUE,1972,Slovenija,Alpsko,1,,,,TRUE,TRUE,,5,2,4,4,1,Lažja
665,12.3.2016,10:30,TRUE,,TRUE,1986,Madžarska,Alpsko,1,,,,TRUE,TRUE,,4,2,3,4,1,Lažja
666,13.3.2016,12:30,TRUE,,TRUE,1994,Slovenija,Alpsko,1,,,,,,,5,1,-2,8,2,Lažja
667,14.3.2016,11:00,TRUE,,TRUE,2006,Slovenija,Alpsko,2,,,,,,,4,1,-5,3,2,Lažja
668,14.3.2016,11:00,TRUE,,TRUE,1956,Anglija,Alpsko,1,,,,TRUE,TRUE,,4,2,-1,9,2,Lažja
669,14.3.2016,16:30,TRUE,,TRUE,1987,Slovenija,Alpsko,1,,,,,,,2,2,-2,6,2,Lažja
670,2.2.2016,11:30,TRUE,,TRUE,1981,Slovenija,Alpsko,1,,,,TRUE,TRUE,TRUE,4,1,5,7,1,Lažja
671,4.2.2016,12:00,TRUE,TRUE,TRUE,1970,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,1,7,1,Lažja
672,5.2.2016,12:30,TRUE,,TRUE,2007,Slovenija,Alpsko,1,,,,TRUE,,,1,2,2,7,1,Lažja
673,6.2.2016,12:30,TRUE,,TRUE,1978,Slovenija,Alpsko,15,,,,TRUE,,,1,2,5,4,1,Lažja
674,6.2.2016,13:00,TRUE,,TRUE,1967,Slovenija,Alpsko,2,1965,Slovenija,Alpsko,TRUE,TRUE,,1,2,6,7,1,Lažja
675,6.2.2016,15:30,TRUE,,TRUE,1959,Slovenija,Alpsko,1,,,,,,,1,2,5,4,2,Lažja
676,10.2.2016,14:00,TRUE,,TRUE,2004,Slovenija,Alpsko,2,,,,TRUE,,,1,2,-2,7,1,Lažja
677,11.2.2016,13:00,TRUE,,TRUE,1970,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,3,7,1,Lažja
678,12.2.2016,04:00,TRUE,,TRUE,2009,Slovenija,Alpsko,2,,,,TRUE,,,5,3,2,7,1,Lažja
679,14.2.2016,05:00,TRUE,,TRUE,2006,Slovenija,Alpsko,1,,,,,,,5,1,0,7,1,Lažja
680,15.2.2016,13:30,TRUE,,TRUE,2003,Hrvaška,Alpsko,1,,,,TRUE,,,4,1,1,11,1,Lažja
681,16.2.2016,,TRUE,,TRUE,1987,Hrvaška,Alpsko,1,,,,TRUE,,,3,1,0,7,1,Lažja
682,16.2.2016,13:00,TRUE,,TRUE,2016,Slovenija,Alpsko,25,2007,Slovenija,Alpsko,,,,2,,-1,7,1,Lažja
683,20.2.2016,11:00,TRUE,,TRUE,2004,Slovenija,Alpsko,2,,,,TRUE,TRUE,,3,2,3,4,1,Lažja
684,20.2.2016,11:30,TRUE,,TRUE,2004,Slovenija,Alpsko,1,1969,Slovenija,Alpsko,TRUE,TRUE,,2,1,-1,7,1,Lažja
685,21.2.2016,11:00,,,TRUE,2001,Slovenija,Deskanje,1,,,,TRUE,TRUE,,1,2,2,3,1,Lažja
686,21.2.2016,13:30,TRUE,,TRUE,1972,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,2,8,4,1,Lažja
687,24.2.2016,10:30,TRUE,,TRUE,1974,Slovenija,Alpsko,1,,,,TRUE,TRUE,TRUE,1,2,0,7,1,Lažja
688,24.2.2016,11:00,TRUE,,TRUE,2007,,Alpsko,1,,,,TRUE,,,3,2,3,4,1,Lažja
689,25.2.2016,12:00,TRUE,,TRUE,1964,Slovenija,Alpsko,1,,,,,,,5,1,0,7,1,Lažja
690,26.2.2016,10:00,TRUE,,TRUE,1961,Hrvaška,Alpsko,1,,,,,,,4,1,-2,7,1,Lažja
691,26.2.2016,12:30,TRUE,,TRUE,2004,Slovenija,Alpsko,1,,,,,,,3,1,-3,7,1,Lažja
692,26.2.2016,12:00,TRUE,,TRUE,2002,Slovenija,Alpsko,1,2002,Slovenija,/,,,,3,1,0,7,1,Lažja
693,26.2.2016,03:00,TRUE,,TRUE,1961,Hrvaška,Alpsko,1,,,,TRUE,TRUE,TRUE,3,1,0,7,1,Lažja
694,26.2.2016,13:30,TRUE,,TRUE,1975,Slovenija,Alpsko,1,,,,TRUE,TRUE,,5,6,-2,3,1,Lažja
695,27.2.2016,10:30,TRUE,,TRUE,1973,Slovenija,Alpsko,8,1969,Slovenija,Alpsko,TRUE,TRUE,,5,1,-5,7,1,Lažja
696,27.2.2016,04:30,TRUE,TRUE,TRUE,1968,Slovenija,Alpsko,2,,,,TRUE,TRUE,,2,1,-1,7,1,Lažja
697,1.2.2016,10:30,TRUE,,TRUE,2001,Slovenija,Alpsko,25,,,,,,,2,2,3,,1,Lažja
698,2.2.2016,11:00,TRUE,,TRUE,1975,Bih,Alpsko,1,,,,,,,3,1,2,7,2,Lažja
699,3.2.2016,10:00,TRUE,,TRUE,1988,Slovenija,Alpsko,2,,,,TRUE,,,5,1,4,7,,Lažja
700,3.2.2016,11:00,TRUE,,TRUE,2000,Slovenija,Alpsko,1,,,,,,,5,1,6,6,1,Lažja
701,3.2.2016,13:30,TRUE,,TRUE,1974,Srbija,Alpsko,1,,,,TRUE,TRUE,,5,1,3,7,3,Lažja
702,4.2.2016,12:00,TRUE,,TRUE,1947,Irska,Alpsko,1,,,,,,,5,2,,,1,Lažja
703,4.2.2016,12:30,TRUE,,TRUE,2008,Avstrija,Deskanje,1,,,,TRUE,,,2,2,0,3,1,Lažja
704,4.2.2016,16:00,TRUE,,TRUE,2005,Turčija,Deskanje,1,,,,,,,2,2,2,3,1,Lažja
705,4.2.2016,15:30,TRUE,,TRUE,1953,Hrvaška,Alpsko,1,,,,TRUE,TRUE,,2,2,0,3,1,Lažja
706,5.2.2016,12:00,TRUE,,TRUE,1940,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,1,2,7,1,Lažja
707,5.2.2016,12:00,TRUE,,TRUE,1991,Slovenija,Alpsko,1,,,,,,,1,1,3,7,1,Lažja
708,7.2.2016,19:00,TRUE,,TRUE,1970,Slovenija,Alpsko,1,,,,TRUE,,,1,2,3,2,,Lažja
709,9.2.2016,10:30,TRUE,,TRUE,1974,Anglija,Alpsko,1,,,,TRUE,,,5,1,2,7,,Lažja
710,9.2.2016,11:30,TRUE,,TRUE,2004,Slovenija,Deskanje,1,,,,TRUE,,,5,1,2,7,2,Lažja
711,10.2.2016,11:30,,,TRUE,,/,Alpsko,1,,,,TRUE,,,5,1,2,7,,Lažja
712,10.2.2016,12:30,TRUE,,TRUE,1966,Srbija,Alpsko,1,,,,TRUE,,,4,1,3,7,1,Lažja
713,10.2.2016,13:00,TRUE,,,1966,Srbija,Alpsko,1,,,,TRUE,,,4,2,3,4,1,Lažja
714,10.2.2016,16:00,TRUE,,TRUE,2006,Srbija,Alpsko,1,,,,TRUE,,,5,2,3,4,1,Lažja
715,11.2.2016,10:30,TRUE,,TRUE,1966,Slovenija,Alpsko,22,1953,Slovenija,Alpsko,TRUE,TRUE,,1,2,,7,,Lažja
716,12.2.2016,10:00,TRUE,,TRUE,1965,Anglija,Alpsko,1,,,,TRUE,TRUE,,5,2,0,3,1,Lažja
717,14.2.2016,09:00,TRUE,,TRUE,1966,Srbija,Alpsko,1,,,,,,,5,1,0,7,,Lažja
718,15.2.2016,10:00,TRUE,,TRUE,2002,Danska,Alpsko,1,,,,TRUE,,,5,2,1,3,1,Lažja
719,15.2.2016,12:00,TRUE,,TRUE,1990,Srbija,Alpsko,1,,,,TRUE,,,,1,4,6,1,Lažja
720,15.2.2016,12:30,TRUE,,TRUE,1998,Francija,Alpsko,1,,,,TRUE,,,4,1,3,7,1,Lažja
721,16.2.2016,09:30,TRUE,,TRUE,1980,Slovenija,,25,,,,,,,,,,,,Lažja
722,16.2.2016,10:30,,,TRUE,1946,Slovenija,Alpsko,1,,,,TRUE,,,3,3,1,2,,Lažja
723,17.2.2016,09:30,TRUE,,TRUE,2009,Združeno Kraljestvo,Alpsko,1,,,,TRUE,,,5,1,0,7,,Lažja
724,17.2.2016,11:30,TRUE,,TRUE,1965,/,Alpsko,1,,,,TRUE,TRUE,,5,1,0,7,1,Lažja
725,19.2.2016,10:30,TRUE,,TRUE,1967,Hrvaška,Alpsko,1,,,,,,,5,6,2,7,,Lažja
726,18.2.2016,16:00,TRUE,,TRUE,1989,Slovenija,Deskanje,1,,,,TRUE,,,2,1,3,7,1,Lažja
727,18.2.2016,02:30,TRUE,,TRUE,1998,Francija,Alpsko,1,,,,TRUE,TRUE,,3,1,3,7,1,Lažja
728,18.2.2016,10:30,TRUE,,TRUE,2002,Slovenija,Alpsko,1,,,,TRUE,,,1,2,2,7,1,Lažja
729,18.2.2016,10:30,TRUE,,TRUE,2008,Slovenija,Alpsko,1,,,,TRUE,TRUE,,5,1,1,1,1,Lažja
730,20.2.2016,09:30,TRUE,,TRUE,2005,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,1,2,7,1,Lažja
731,20.2.2016,10:00,TRUE,,TRUE,,Anglija,Alpsko,1,,,,TRUE,TRUE,,1,1,1,2,1,Lažja
732,20.2.2016,11:00,TRUE,,TRUE,2004,Slovenija,Alpsko,1,,,,TRUE,,,,1,4,7,,Lažja
733,20.2.2016,12:00,TRUE,,TRUE,2003,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,2,,2,1,Lažja
734,20.2.2016,16:00,TRUE,,TRUE,1973,Italija,Alpsko,1,,,,TRUE,,,1,1,2,2,1,Lažja
735,21.2.2016,11:00,TRUE,,TRUE,1983,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,1,3,2,1,Lažja
736,21.2.2016,12:30,TRUE,,TRUE,2006,Slovenija,Alpsko,1,,,,TRUE,,,1,1,4,2,1,Lažja
